Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
28381923,7/1/2014 21:03,7/23/2014 14:23,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11228,8405 12 AVENUE,12 AVENUE,84 ST,85 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,7/23/2014 14:23,10 BROOKLYN,BROOKLYN,980085,163867,Unspecified,BROOKLYN,,,,,,,,40.61645251,-74.01500207,"(40.61645251453105, -74.01500207231061)"
28378844,7/1/2014 13:36,7/24/2014 10:38,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10458,2537 DECATUR AVENUE,DECATUR AVENUE,E FORDHAM RD,E 193 ST,,,ADDRESS,BRONX,,N/A,Closed,,7/24/2014 10:38,07 BRONX,BRONX,1014240,253372,Unspecified,BRONX,,,,,,,,40.86207138,-73.8915789,"(40.862071379460694, -73.89157889826664)"
28372274,6/30/2014 9:49,8/12/2014 0:00,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11209,159 76 STREET,76 STREET,COLONIAL RD,RIDGE BLVD,,,ADDRESS,BROOKLYN,,N/A,Closed,,8/12/2014 0:00,10 BROOKLYN,BROOKLYN,975427,169402,Unspecified,BROOKLYN,,,,,,,,40.63164152,-74.03178713,"(40.631641515821734, -74.03178713364076)"
28371496,6/30/2014 11:08,8/7/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10025,66 WEST   94 STREET,WEST   94 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,8/7/2014 0:00,07 MANHATTAN,MANHATTAN,993169,227558,Unspecified,MANHATTAN,,,,,,,,40.79126575,-73.96778996,"(40.791265750307886, -73.96778995910084)"
28371489,6/30/2014 12:42,8/7/2014 0:00,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10471,6629 BROADWAY,BROADWAY,W 260 ST,W 261 ST,,,ADDRESS,BRONX,,N/A,Closed,,8/7/2014 0:00,08 BRONX,BRONX,1012832,270533,Unspecified,BRONX,,,,,,,,40.90917758,-73.89659592,"(40.90917758286278, -73.89659591747568)"
28371333,6/30/2014 14:46,8/12/2014 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10305,262 CLIFTON AVENUE,CLIFTON AVENUE,TOMPKINS AVE,VAUGHAN ST,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,8/12/2014 0:00,01 STATEN ISLAND,STATEN ISLAND,964294,162427,Unspecified,STATEN ISLAND,,,,,,,,40.61247852,-74.07187601,"(40.61247851871492, -74.07187600598071)"
28367926,6/29/2014 13:32,8/12/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11385,1720 HART STREET,HART STREET,CYPRESS AVE,DEAD END,,,ADDRESS,Ridgewood,,N/A,Closed,,8/12/2014 0:00,05 QUEENS,QUEENS,1007121,196922,Unspecified,QUEENS,,,,,,,,40.7071526,-73.91750797,"(40.707152600903314, -73.91750797350213)"
28363282,6/28/2014 12:00,8/7/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10461,1754 TOMLINSON AVENUE,TOMLINSON AVENUE,VANNEST AVE,MORRIS PARK AVE,,,ADDRESS,BRONX,,N/A,Closed,,8/7/2014 0:00,11 BRONX,BRONX,1025262,248738,Unspecified,BRONX,,,,,,,,40.84930813,-73.85176012,"(40.84930812703889, -73.85176011991045)"
28362095,6/28/2014 15:25,8/12/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10469,929 EAST  214 STREET,EAST  214 STREET,BRONXWOOD AVE,PAULDING AVE,,,ADDRESS,BRONX,,N/A,Closed,,8/12/2014 0:00,12 BRONX,BRONX,1023506,259224,Unspecified,BRONX,,,,,,,,40.87809697,-73.85804583,"(40.87809696870919, -73.85804583481764)"
28361944,6/28/2014 20:25,6/30/2014 8:13,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11433,106-36 159 STREET,159 STREET,SOUTH RD,107 AVE,,,ADDRESS,Jamaica,,N/A,Closed,,6/30/2014 8:13,12 QUEENS,QUEENS,1040924,193460,Unspecified,QUEENS,,,,,,,,40.69749831,-73.79561542,"(40.69749830609684, -73.79561542274506)"
28361918,6/28/2014 18:12,8/7/2014 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11433,106-36 159 STREET,159 STREET,SOUTH RD,107 AVE,,,ADDRESS,Jamaica,,N/A,Closed,,8/7/2014 0:00,12 QUEENS,QUEENS,1040924,193460,Unspecified,QUEENS,,,,,,,,40.69749831,-73.79561542,"(40.69749830609684, -73.79561542274506)"
28361865,6/28/2014 9:59,7/1/2014 11:16,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11238,403 ST JOHNS PLACE,ST JOHNS PLACE,UNDERHILL AVE,WASHINGTON AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,7/1/2014 11:16,08 BROOKLYN,BROOKLYN,994067,184816,Unspecified,BROOKLYN,,,,,,,,40.67394854,-73.96460929,"(40.67394853569099, -73.96460928909723)"
28358585,6/28/2014 22:52,7/2/2014 10:39,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11210,1596 EAST   22 STREET,EAST   22 STREET,AVENUE O,KINGS HIGHWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,,7/2/2014 10:39,14 BROOKLYN,BROOKLYN,997593,162505,Unspecified,BROOKLYN,,,,,,,,40.61270504,-73.95194204,"(40.612705038556506, -73.9519420353488)"
28357961,6/27/2014 20:58,7/2/2014 13:44,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11214,2152 82 STREET,82 STREET,21 AVE,BAY PKWY,,,ADDRESS,BROOKLYN,,N/A,Closed,,7/2/2014 13:44,11 BROOKLYN,BROOKLYN,986325,159639,Unspecified,BROOKLYN,,,,,,,,40.60484826,-73.99252728,"(40.604848259556896, -73.99252727747698)"
28357850,6/27/2014 15:35,8/7/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Clear Water With Organisms (Insects, Worms) (QE2)",,11222,260 NORMAN AVENUE,NORMAN AVENUE,MONITOR ST,KINGSLAND AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,8/7/2014 0:00,01 BROOKLYN,BROOKLYN,1000210,204403,Unspecified,BROOKLYN,,,,,,,,40.72770131,-73.9424171,"(40.72770131098373, -73.94241709525672)"
28352743,6/27/2014 9:12,8/7/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11432,88-15 168 STREET,168 STREET,88 AVE,89 AVE,,,ADDRESS,Jamaica,,N/A,Closed,,8/7/2014 0:00,12 QUEENS,QUEENS,1041298,197707,Unspecified,QUEENS,,,,,,,,40.70915289,-73.79423069,"(40.70915288846408, -73.79423068611376)"
28350754,6/26/2014 17:30,8/7/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,10038,333 PEARL STREET,PEARL STREET,PECK SLIP,F D R DRIVE EXIT 2   NB,,,ADDRESS,NEW YORK,,N/A,Closed,,8/7/2014 0:00,01 MANHATTAN,MANHATTAN,983708,197694,Unspecified,MANHATTAN,,,,,,,,40.7093011,-74.00195497,"(40.709301100103154, -74.00195496973677)"
31339188,8/18/2015 10:27,8/31/2015 8:36,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11369,24-02 90 PLACE,90 PLACE,24 AVE,24 RD,,,ADDRESS,East Elmhurst,,N/A,Closed,,8/31/2015 8:36,03 QUEENS,QUEENS,1017779,218210,Unspecified,QUEENS,,,,,,,,40.76554888,-73.87896022,"(40.76554887647425, -73.87896022305988)"
29398279,11/30/2014 12:37,12/15/2014 8:16,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11375,107-23 METROPOLITAN AVENUE,METROPOLITAN AVENUE,74 AVE,74 AVE,,,ADDRESS,Forest Hills,,N/A,Closed,,12/15/2014 8:16,06 QUEENS,QUEENS,1027136,197833,Unspecified,QUEENS,,,,,,,,40.7095787,-73.84531139,"(40.709578704560954, -73.84531139324108)"
29397458,11/29/2014 11:51,12/1/2014 10:03,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10312,117 NORTH PINE TERRACE,NORTH PINE TERRACE,ANNADALE RD,S RAILROAD ST,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,12/1/2014 10:03,03 STATEN ISLAND,STATEN ISLAND,934493,135560,Unspecified,STATEN ISLAND,,,,,,,,40.53861681,-74.17901302,"(40.538616805103885, -74.17901302298539)"
29393858,11/29/2014 13:13,12/3/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Clear Water With Organisms (Insects, Worms) (QE2)",,10301,60 HAMILTON AVENUE,HAMILTON AVENUE,ACADEMY PL,ST MARK'S PL,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,12/3/2014 0:00,01 STATEN ISLAND,STATEN ISLAND,962137,174245,Unspecified,STATEN ISLAND,,,,,,,,40.6449113,-74.07968364,"(40.644911304552586, -74.07968364057206)"
29393016,11/29/2014 17:06,12/15/2014 8:15,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11375,306 BURNS STREET,BURNS STREET,76 RD,UNDERWOOD RD,,,ADDRESS,Forest Hills,,N/A,Closed,,12/15/2014 8:15,06 QUEENS,QUEENS,1029343,199689,Unspecified,QUEENS,,,,,,,,40.714662,-73.83733839,"(40.71466200148169, -73.83733839234691)"
29390210,11/28/2014 10:19,12/15/2014 8:17,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11362,47-44 GLENWOOD STREET,GLENWOOD STREET,WALDEN AVE,IOWA RD,,,ADDRESS,Little Neck,,N/A,Closed,,12/15/2014 8:17,11 QUEENS,QUEENS,1058583,220097,Unspecified,QUEENS,,,,,,,,40.77047926,-73.73163748,"(40.770479258033276, -73.73163747653531)"
29389600,11/28/2014 11:00,12/11/2014 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10027,55 WEST  129 STREET,WEST  129 STREET,5 AVE,LENOX AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/11/2014 0:00,10 MANHATTAN,MANHATTAN,1000208,234311,Unspecified,MANHATTAN,,,,,,,,40.80979098,-73.9423533,"(40.80979097825508, -73.94235329910344)"
29388086,11/28/2014 23:58,12/10/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11433,173-39 105 AVENUE,105 AVENUE,173 ST,177 ST,,,ADDRESS,Jamaica,,N/A,Closed,,12/10/2014 0:00,12 QUEENS,QUEENS,1044376,195415,Unspecified,QUEENS,,,,,,,,40.70284153,-73.783149,"(40.702841527253, -73.78314900220407)"
29387988,11/28/2014 10:33,12/3/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11211,163 NORTH    6 STREET,NORTH    6 STREET,BEDFORD AVE,DRIGGS AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/3/2014 0:00,01 BROOKLYN,BROOKLYN,995943,200495,Unspecified,BROOKLYN,,,,,,,,40.71698147,-73.95781901,"(40.716981466735085, -73.95781901073214)"
29387362,11/28/2014 14:59,12/10/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11379,69-64 74 STREET,74 STREET,69 RD,70 AVE,,,ADDRESS,Middle Village,,N/A,Closed,,12/10/2014 0:00,05 QUEENS,QUEENS,1018407,197134,Unspecified,QUEENS,,,,,,,,40.70769812,-73.87680015,"(40.707698120555854, -73.87680015214178)"
29383385,11/27/2014 13:18,11/28/2014 9:22,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10312,577 ARDEN AVENUE,ARDEN AVENUE,SHELDON AVE,RENSSELAER AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,11/28/2014 9:22,03 STATEN ISLAND,STATEN ISLAND,933347,138950,Unspecified,STATEN ISLAND,,,,,,,,40.54791519,-74.18316153,"(40.54791519277355, -74.18316152940126)"
29379609,11/26/2014 22:40,12/8/2014 6:56,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11215,618 11 STREET,11 STREET,8 AVE,PROSPECT PARK W,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/8/2014 6:56,06 BROOKLYN,BROOKLYN,990126,181140,Unspecified,BROOKLYN,,,,,,,,40.66386223,-73.97881997,"(40.663862229295006, -73.97881996855405)"
29375337,11/25/2014 12:12,12/8/2014 6:55,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11355,132-35 SANFORD AVENUE,SANFORD AVENUE,COLLEGE POINT BLVD,SUMMIT CT,,,ADDRESS,Flushing,,N/A,Closed,,12/8/2014 6:55,07 QUEENS,QUEENS,1030725,214410,Unspecified,QUEENS,,,,,,,,40.75506029,-73.8322515,"(40.75506029183953, -73.83225149777755)"
29371275,11/25/2014 11:40,12/8/2014 6:55,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11204,1929 BAY RIDGE AVENUE,BAY RIDGE AVENUE,19 AVE,20 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/8/2014 6:55,11 BROOKLYN,BROOKLYN,987122,163379,Unspecified,BROOKLYN,,,,,,,,40.61511357,-73.98965544,"(40.615113569008024, -73.98965544121444)"
29368364,11/24/2014 10:16,12/8/2014 6:55,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10034,656 WEST  204 STREET,WEST  204 STREET,VERMILYEA AVE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,12/8/2014 6:55,12 MANHATTAN,MANHATTAN,1005548,255094,Unspecified,MANHATTAN,,,,,,,,40.866823,-73.92299709,"(40.86682299526868, -73.92299708802844)"
29365910,11/24/2014 14:37,12/8/2014 6:55,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11105,20-47 27 STREET,27 STREET,20 AVE,21 AVE,,,ADDRESS,Astoria,,N/A,Closed,,12/8/2014 6:55,01 QUEENS,QUEENS,1009246,223651,Unspecified,QUEENS,,,,,,,,40.78051123,-73.90974411,"(40.7805112344066, -73.90974411149783)"
29353732,11/22/2014 17:42,12/24/2014 10:03,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10460,1466 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,MERRILL ST,MANSION ST,,,ADDRESS,BRONX,,N/A,Closed,,12/24/2014 10:03,09 BRONX,BRONX,1020474,244257,Unspecified,BRONX,,,,,,,,40.83703005,-73.86909076,"(40.837030048388044, -73.86909075783745)"
29352201,11/22/2014 12:31,12/8/2014 6:54,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11236,907A EAST  106 STREET,EAST  106 STREET,FLATLANDS AVE,AVENUE J,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/8/2014 6:54,18 BROOKLYN,BROOKLYN,1013767,175257,Unspecified,BROOKLYN,,,,,,,,40.64766744,-73.89363183,"(40.647667442647005, -73.89363182601002)"
29349587,11/21/2014 13:37,12/8/2014 6:54,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11379,78-20 67 ROAD,67 ROAD,78 ST,79 ST,,,ADDRESS,Middle Village,,N/A,Closed,,12/8/2014 6:54,05 QUEENS,QUEENS,1018939,198860,Unspecified,QUEENS,,,,,,,,40.71243351,-73.87487241,"(40.712433506524924, -73.8748724073585)"
29349238,11/21/2014 20:39,11/26/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11226,164 LINDEN BOULEVARD,LINDEN BOULEVARD,ROGERS AVE,NOSTRAND AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,11/26/2014 0:00,17 BROOKLYN,BROOKLYN,997506,177005,Unspecified,BROOKLYN,,,,,,,,40.65250459,-73.9522269,"(40.65250459086345, -73.95222690417052)"
29342362,11/20/2014 20:08,12/11/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11691,10-36 MCBRIDE STREET,MCBRIDE STREET,BCH CHANNEL DR,REGINA AVE,,,ADDRESS,Far Rockaway,,N/A,Closed,,12/11/2014 0:00,14 QUEENS,QUEENS,1051450,159111,Unspecified,QUEENS,,,,,,,,40.60314446,-73.7579977,"(40.60314446214851, -73.7579976979244)"
29340715,11/20/2014 10:33,12/8/2014 6:53,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11379,63-40 77 STREET,77 STREET,JUNIPER BLVD S,PENELOPE AVE,,,ADDRESS,Middle Village,,N/A,Closed,,12/8/2014 6:53,05 QUEENS,QUEENS,1017891,201163,Unspecified,QUEENS,,,,,,,,40.71875873,-73.87864116,"(40.71875873128746, -73.87864116150098)"
29335413,11/20/2014 10:25,12/10/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11423,89-16 182 STREET,182 STREET,89 AVE,90 AVE,,,ADDRESS,Hollis,,N/A,Closed,,12/10/2014 0:00,12 QUEENS,QUEENS,1045218,198696,Unspecified,QUEENS,,,,,,,,40.71184131,-73.78008254,"(40.711841307368886, -73.78008254172164)"
29327596,11/19/2014 10:42,11/25/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10025,646 WEST END AVENUE,WEST END AVENUE,W 91 ST,W 92 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,11/25/2014 0:00,07 MANHATTAN,MANHATTAN,991085,227951,Unspecified,MANHATTAN,,,,,,,,40.79234629,-73.97531571,"(40.792346286906955, -73.97531570795702)"
29327564,11/19/2014 16:06,12/1/2014 13:33,DEP,Department of Environmental Protection,Water Quality,"Clear Water With Organisms (Insects, Worms) (QE2)",,11363,250-24 41 ROAD,41 ROAD,DEAD END,WESTMORELAND ST,,,ADDRESS,Little Neck,,N/A,Closed,,12/1/2014 13:33,11 QUEENS,QUEENS,1056465,220862,Unspecified,QUEENS,,,,,,,,40.77259653,-73.73927577,"(40.77259653009315, -73.73927577142325)"
29319084,11/18/2014 8:52,12/3/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10309,285 ALBOURNE AVENUE,ALBOURNE AVENUE,QUEENSDALE ST,FOSTER RD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,12/3/2014 0:00,03 STATEN ISLAND,STATEN ISLAND,928235,132396,Unspecified,STATEN ISLAND,,,,,,,,40.52989493,-74.20150145,"(40.529894928664014, -74.2015014542622)"
29318266,11/18/2014 9:51,11/19/2014 9:40,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11215,156 PROSPECT PARK WEST,PROSPECT PARK WEST,10 ST,11 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,11/19/2014 9:40,06 BROOKLYN,BROOKLYN,990464,181085,Unspecified,BROOKLYN,,,,,,,,40.66371104,-73.9776017,"(40.66371103571303, -73.97760169890397)"
29312460,11/17/2014 12:03,11/20/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11432,84-88 HOMELAWN STREET,HOMELAWN STREET,171 ST,GOTHIC DR,,,ADDRESS,Jamaica,,N/A,Closed,,11/20/2014 0:00,08 QUEENS,QUEENS,1041555,199738,Unspecified,QUEENS,,,,,,,,40.71472582,-73.79328642,"(40.71472582394306, -73.79328641592978)"
29311459,11/17/2014 13:26,11/18/2014 9:30,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10036,317 WEST   45 STREET,WEST   45 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,11/18/2014 9:30,04 MANHATTAN,MANHATTAN,987260,215978,Unspecified,MANHATTAN,,,,,,,,40.75948568,-73.98913488,"(40.75948567983112, -73.98913488475046)"
29310457,11/17/2014 15:56,11/18/2014 7:31,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10040,68 THAYER STREET,THAYER STREET,SHERMAN AVE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,11/18/2014 7:31,12 MANHATTAN,MANHATTAN,1004358,253995,Unspecified,MANHATTAN,,,,,,,,40.86380937,-73.92730283,"(40.863809365568805, -73.92730282816437)"
29307823,11/17/2014 23:26,11/20/2014 0:00,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11103,31-65 46 STREET,46 STREET,NEWTOWN RD,BROADWAY,,,ADDRESS,Astoria,,N/A,Closed,,11/20/2014 0:00,01 QUEENS,QUEENS,1008177,215235,Unspecified,QUEENS,,,,,,,,40.75741447,-73.91363403,"(40.75741447196779, -73.91363402978031)"
29307661,11/17/2014 17:17,11/18/2014 8:57,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11104,43-09 43 STREET,43 STREET,43 AVE,QUEENS BLVD,,,ADDRESS,Sunnyside,,N/A,Closed,,11/18/2014 8:57,02 QUEENS,QUEENS,1006089,210673,Unspecified,QUEENS,,,,,,,,40.74489834,-73.92118561,"(40.74489834415763, -73.9211856050373)"
29306764,11/17/2014 21:07,11/26/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11234,2789 MILL AVENUE,MILL AVENUE,56 DR,NATIONAL DR,,,ADDRESS,BROOKLYN,,N/A,Closed,,11/26/2014 0:00,18 BROOKLYN,BROOKLYN,1007772,160441,Unspecified,BROOKLYN,,,,,,,,40.60701861,-73.91528717,"(40.60701861011528, -73.91528717079574)"
29296569,11/15/2014 14:29,11/25/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10021,436 EAST   75 STREET,EAST   75 STREET,1 AVE,YORK AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,11/25/2014 0:00,08 MANHATTAN,MANHATTAN,997085,219579,Unspecified,MANHATTAN,,,,,,,,40.76936069,-73.95366298,"(40.76936069019176, -73.95366297729066)"
29287439,11/14/2014 11:44,12/1/2014 13:32,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11432,150-02 HOOVER AVENUE,HOOVER AVENUE,150 ST,PARSONS BLVD,,,ADDRESS,Jamaica,,N/A,Closed,,12/1/2014 13:32,08 QUEENS,QUEENS,1036984,199566,Unspecified,QUEENS,,,,,,,,40.71428215,-73.80977646,"(40.71428215230356, -73.80977645873516)"
29282156,11/13/2014 15:20,11/14/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Clear Water With Organisms (Insects, Worms) (QE2)",,10025,666 WEST END AVENUE,WEST END AVENUE,W 92 ST,W 93 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,11/14/2014 0:00,07 MANHATTAN,MANHATTAN,991214,228185,Unspecified,MANHATTAN,,,,,,,,40.79298845,-73.97484959,"(40.79298845301179, -73.97484958770718)"
29282049,11/13/2014 15:31,11/14/2014 8:42,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10308,92 SCHLEY AVENUE,SCHLEY AVENUE,KATAN AVE,DEWEY AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,11/14/2014 8:42,03 STATEN ISLAND,STATEN ISLAND,942658,141148,Unspecified,STATEN ISLAND,,,,,,,,40.55399683,-74.14967184,"(40.553996826263315, -74.14967184446978)"
29268057,11/11/2014 2:11,11/17/2014 8:15,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11374,85-15 65 DRIVE,65 DRIVE,WOODHAVEN BLVD,FITCHETT ST,,,ADDRESS,Rego Park,,N/A,Closed,,11/17/2014 8:15,06 QUEENS,QUEENS,1022038,201299,Unspecified,QUEENS,,,,,,,,40.71911528,-73.86368025,"(40.71911527661009, -73.86368025010643)"
29267687,11/11/2014 17:16,12/1/2014 13:31,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10028,1591 2 AVENUE,2 AVENUE,E 82 ST,E 83 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,12/1/2014 13:31,08 MANHATTAN,MANHATTAN,997160,221866,Unspecified,MANHATTAN,,,,,,,,40.7756378,-73.95338782,"(40.77563779728534, -73.95338781825626)"
29267684,11/11/2014 8:22,11/17/2014 8:35,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11366,160-16 76 AVENUE,76 AVENUE,160 ST,162 ST,,,ADDRESS,Fresh Meadows,,N/A,Closed,,11/17/2014 8:35,08 QUEENS,QUEENS,1037427,203610,Unspecified,QUEENS,,,,,,,,40.72537928,-73.80814651,"(40.72537928023629, -73.8081465125426)"
29263788,11/10/2014 9:06,11/18/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Clear Water With Organisms (Insects, Worms) (QE2)",,10458,2414 BELMONT AVENUE,BELMONT AVENUE,E 187 ST,E 188 ST,,,ADDRESS,BRONX,,N/A,Closed,,11/18/2014 0:00,06 BRONX,BRONX,1015811,250863,Unspecified,BRONX,,,,,,,,40.85517946,-73.88591117,"(40.85517945631178, -73.88591117347879)"
29262387,11/10/2014 17:58,11/24/2014 8:23,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11206,58B VERNON AVENUE,VERNON AVENUE,NOSTRAND AVE,MARCY AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,11/24/2014 8:23,03 BROOKLYN,BROOKLYN,998112,192313,Unspecified,BROOKLYN,,,,,,,,40.69452068,-73.95001147,"(40.69452067647616, -73.95001146798775)"
29261730,11/10/2014 14:22,11/25/2014 7:58,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11238,351 FRANKLIN AVENUE,FRANKLIN AVENUE,GREENE AVE,LEXINGTON AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,11/25/2014 7:58,03 BROOKLYN,BROOKLYN,996202,189705,Unspecified,BROOKLYN,,,,,,,,40.6873651,-73.95690385,"(40.687365104133356, -73.95690385141513)"
29261611,11/10/2014 12:28,11/20/2014 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11434,156-01 NORTH CONDUIT AVENUE,NORTH CONDUIT AVENUE,155 ST,157 ST,,,ADDRESS,Jamaica,,N/A,Closed,,11/20/2014 0:00,12 QUEENS,QUEENS,1045754,182614,Unspecified,QUEENS,,,,,,,,40.66769635,-73.77829596,"(40.66769635084868, -73.77829596450715)"
